Date,Country,region,cases,deaths,recoveries,delta cases,delta deaths,delta recoveries
2003-06-12,"Hong Kong SAR, China",east_asian,7775,715,6185,1.0,1.0,1.0
2003-06-12,"Macao SAR, China",east_asian,7775,715,6185,1.0,1.0,1.0
2003-06-12,"Taiwan, China",east_asian,7775,715,6185,1.0,1.0,1.0
2003-06-12,Republic of Korea,east_asian,7775,715,6185,1.0,1.0,1.0
2003-06-13,France,western_europe,31,0,29,0.0,0.0,0.0
2003-06-13,Germany,western_europe,31,0,29,1.0,1.0,1.0
2003-06-13,Italy,western_europe,31,0,29,1.0,1.0,1.0
2003-06-13,Spain,western_europe,31,0,29,1.0,1.0,1.0
2003-06-13,United Kingdom,western_europe,31,0,29,1.0,1.0,1.0
2003-06-13,Indonesia,south_east_asian,299,42,250,269.0,43.0,222.0
2003-06-13,Malaysia,south_east_asian,299,42,250,1.0,1.0,1.0
2003-06-13,Philippines,south_east_asian,299,42,250,1.0,1.0,1.0
2003-06-13,Singapore,south_east_asian,299,42,250,1.0,1.0,1.0
2003-06-13,Thailand,south_east_asian,299,42,250,1.0,1.0,1.0
2003-06-13,Viet Nam,south_east_asian,299,42,250,1.0,1.0,1.0
2003-06-13,China,east_asian,7779,717,6299,7481.0,676.0,6050.0
2003-06-13,"Hong Kong SAR, China",east_asian,7779,717,6299,1.0,1.0,1.0
2003-06-13,"Macao SAR, China",east_asian,7779,717,6299,1.0,1.0,1.0
2003-06-13,"Taiwan, China",east_asian,7779,717,6299,1.0,1.0,1.0
2003-06-13,Republic of Korea,east_asian,7779,717,6299,1.0,1.0,1.0
2003-06-16,France,western_europe,31,0,29,0.0,0.0,0.0
2003-06-16,Germany,western_europe,31,0,29,1.0,1.0,1.0
2003-06-16,Italy,western_europe,31,0,29,1.0,1.0,1.0
2003-06-16,Spain,western_europe,31,0,29,1.0,1.0,1.0
2003-06-16,United Kingdom,western_europe,31,0,29,1.0,1.0,1.0
2003-06-16,Indonesia,south_east_asian,299,42,250,269.0,43.0,222.0
2003-06-16,Malaysia,south_east_asian,299,42,250,1.0,1.0,1.0
2003-06-16,Philippines,south_east_asian,299,42,250,1.0,1.0,1.0
2003-06-16,Singapore,south_east_asian,299,42,250,1.0,1.0,1.0
2003-06-16,Thailand,south_east_asian,299,42,250,1.0,1.0,1.0
2003-06-16,Viet Nam,south_east_asian,299,42,250,1.0,1.0,1.0
2003-06-16,China,east_asian,7783,724,6489,7485.0,683.0,6240.0
2003-06-16,"Hong Kong SAR, China",east_asian,7783,724,6489,1.0,1.0,1.0
2003-06-16,"Macao SAR, China",east_asian,7783,724,6489,1.0,1.0,1.0
2003-06-16,"Taiwan, China",east_asian,7783,724,6489,1.0,1.0,1.0
2003-06-16,Republic of Korea,east_asian,7783,724,6489,1.0,1.0,1.0
2003-06-17,France,western_europe,31,0,29,0.0,0.0,0.0
2003-06-17,Germany,western_europe,31,0,29,1.0,1.0,1.0
2003-06-17,Italy,western_europe,31,0,29,1.0,1.0,1.0
2003-06-17,Spain,western_europe,31,0,29,1.0,1.0,1.0
2003-06-17,United Kingdom,western_europe,31,0,29,1.0,1.0,1.0
2003-06-17,Indonesia,south_east_asian,299,42,250,269.0,43.0,222.0
2003-06-17,Malaysia,south_east_asian,299,42,250,1.0,1.0,1.0
2003-06-17,Philippines,south_east_asian,299,42,250,1.0,1.0,1.0
2003-06-17,Singapore,south_east_asian,299,42,250,1.0,1.0,1.0
2003-06-17,Thailand,south_east_asian,299,42,250,1.0,1.0,1.0
2003-06-17,Viet Nam,south_east_asian,299,42,250,1.0,1.0,1.0
2003-06-17,China,east_asian,7782,724,6576,7484.0,683.0,6327.0
2003-06-17,"Hong Kong SAR, China",east_asian,7782,724,6576,1.0,1.0,1.0
2003-06-17,"Macao SAR, China",east_asian,7782,724,6576,1.0,1.0,1.0
2003-06-17,"Taiwan, China",east_asian,7782,724,6576,1.0,1.0,1.0
2003-06-17,Republic of Korea,east_asian,7782,724,6576,1.0,1.0,1.0
2003-06-18,France,western_europe,31,0,29,0.0,0.0,0.0
2003-06-18,Germany,western_europe,31,0,29,1.0,1.0,1.0
2003-06-18,Italy,western_europe,31,0,29,1.0,1.0,1.0
2003-06-18,Spain,western_europe,31,0,29,1.0,1.0,1.0
2003-06-18,United Kingdom,western_europe,31,0,29,1.0,1.0,1.0
2003-06-18,Indonesia,south_east_asian,299,42,250,269.0,43.0,222.0
2003-06-18,Malaysia,south_east_asian,299,42,250,1.0,1.0,1.0
2003-06-18,Philippines,south_east_asian,299,42,250,1.0,1.0,1.0
2003-06-18,Singapore,south_east_asian,299,42,250,1.0,1.0,1.0
2003-06-18,Thailand,south_east_asian,299,42,250,1.0,1.0,1.0
2003-06-18,Viet Nam,south_east_asian,299,42,250,1.0,1.0,1.0
2003-06-18,China,east_asian,7782,725,6628,7484.0,684.0,6379.0
2003-06-18,"Hong Kong SAR, China",east_asian,7782,725,6628,1.0,1.0,1.0
2003-06-18,"Macao SAR, China",east_asian,7782,725,6628,1.0,1.0,1.0
2003-06-18,"Taiwan, China",east_asian,7782,725,6628,1.0,1.0,1.0
2003-06-18,Republic of Korea,east_asian,7782,725,6628,1.0,1.0,1.0
2003-06-19,France,western_europe,31,0,29,0.0,0.0,0.0
2003-06-19,Germany,western_europe,31,0,29,1.0,1.0,1.0
2003-06-19,Italy,western_europe,31,0,29,1.0,1.0,1.0
2003-06-19,Spain,western_europe,31,0,29,1.0,1.0,1.0
2003-06-19,United Kingdom,western_europe,31,0,29,1.0,1.0,1.0
2003-06-19,Indonesia,south_east_asian,299,42,251,269.0,43.0,223.0
2003-06-19,Malaysia,south_east_asian,299,42,251,1.0,1.0,1.0
2003-06-19,Philippines,south_east_asian,299,42,251,1.0,1.0,1.0
2003-06-19,Singapore,south_east_asian,299,42,251,1.0,1.0,1.0
2003-06-19,Thailand,south_east_asian,299,42,251,1.0,1.0,1.0
2003-06-19,Viet Nam,south_east_asian,299,42,251,1.0,1.0,1.0
2003-06-19,China,east_asian,7780,727,6658,7482.0,686.0,6408.0
2003-06-19,"Hong Kong SAR, China",east_asian,7780,727,6658,1.0,1.0,1.0
2003-06-19,"Macao SAR, China",east_asian,7780,727,6658,1.0,1.0,1.0
2003-06-19,"Taiwan, China",east_asian,7780,727,6658,1.0,1.0,1.0
2003-06-19,Republic of Korea,east_asian,7780,727,6658,1.0,1.0,1.0
2003-06-20,France,western_europe,31,0,29,0.0,0.0,0.0
2003-06-20,Germany,western_europe,31,0,29,1.0,1.0,1.0
2003-06-20,Italy,western_europe,31,0,29,1.0,1.0,1.0
2003-06-20,Spain,western_europe,31,0,29,1.0,1.0,1.0
2003-06-20,United Kingdom,western_europe,31,0,29,1.0,1.0,1.0
2003-06-20,Indonesia,south_east_asian,299,42,251,269.0,43.0,223.0
2003-06-20,Malaysia,south_east_asian,299,42,251,1.0,1.0,1.0
2003-06-20,Philippines,south_east_asian,299,42,251,1.0,1.0,1.0
2003-06-20,Singapore,south_east_asian,299,42,251,1.0,1.0,1.0
2003-06-20,Thailand,south_east_asian,299,42,251,1.0,1.0,1.0
2003-06-20,Viet Nam,south_east_asian,299,42,251,1.0,1.0,1.0
2003-06-20,China,east_asian,7780,727,6693,7482.0,686.0,6443.0
2003-06-20,"Hong Kong SAR, China",east_asian,7780,727,6693,1.0,1.0,1.0
2003-06-20,"Macao SAR, China",east_asian,7780,727,6693,1.0,1.0,1.0
2003-06-20,"Taiwan, China",east_asian,7780,727,6693,1.0,1.0,1.0
2003-06-20,Republic of Korea,east_asian,7780,727,6693,1.0,1.0,1.0
2003-06-23,France,western_europe,31,0,29,0.0,0.0,0.0
2003-06-23,Germany,western_europe,31,0,29,1.0,1.0,1.0
2003-06-23,Italy,western_europe,31,0,29,1.0,1.0,1.0
2003-06-23,Spain,western_europe,31,0,29,1.0,1.0,1.0
2003-06-23,United Kingdom,western_europe,31,0,29,1.0,1.0,1.0
2003-06-23,Indonesia,south_east_asian,299,42,252,269.0,43.0,224.0
2003-06-23,Malaysia,south_east_asian,299,42,252,1.0,1.0,1.0
2003-06-23,Philippines,south_east_asian,299,42,252,1.0,1.0,1.0
2003-06-23,Singapore,south_east_asian,299,42,252,1.0,1.0,1.0
2003-06-23,Thailand,south_east_asian,299,42,252,1.0,1.0,1.0
2003-06-23,Viet Nam,south_east_asian,299,42,252,1.0,1.0,1.0
2003-06-23,China,east_asian,7777,727,6796,7479.0,686.0,6545.0
2003-06-23,"Hong Kong SAR, China",east_asian,7777,727,6796,1.0,1.0,1.0
2003-06-23,"Macao SAR, China",east_asian,7777,727,6796,1.0,1.0,1.0
2003-06-23,"Taiwan, China",east_asian,7777,727,6796,1.0,1.0,1.0
2003-06-23,Republic of Korea,east_asian,7777,727,6796,1.0,1.0,1.0
2003-06-24,France,western_europe,31,0,29,0.0,0.0,0.0
2003-06-24,Germany,western_europe,31,0,29,1.0,1.0,1.0
2003-06-24,Italy,western_europe,31,0,29,1.0,1.0,1.0
2003-06-24,Spain,western_europe,31,0,29,1.0,1.0,1.0
2003-06-24,United Kingdom,western_europe,31,0,29,1.0,1.0,1.0
2003-06-24,Indonesia,south_east_asian,299,42,252,269.0,43.0,224.0
2003-06-24,Malaysia,south_east_asian,299,42,252,1.0,1.0,1.0
2003-06-24,Philippines,south_east_asian,299,42,252,1.0,1.0,1.0
2003-06-24,Singapore,south_east_asian,299,42,252,1.0,1.0,1.0
2003-06-24,Thailand,south_east_asian,299,42,252,1.0,1.0,1.0
2003-06-24,Viet Nam,south_east_asian,299,42,252,1.0,1.0,1.0
2003-06-24,China,east_asian,7772,727,6814,7474.0,686.0,6563.0
2003-06-24,"Hong Kong SAR, China",east_asian,7772,727,6814,1.0,1.0,1.0
2003-06-24,"Macao SAR, China",east_asian,7772,727,6814,1.0,1.0,1.0
2003-06-24,"Taiwan, China",east_asian,7772,727,6814,1.0,1.0,1.0
2003-06-24,Republic of Korea,east_asian,7772,727,6814,1.0,1.0,1.0
2003-06-25,France,western_europe,31,0,29,0.0,0.0,0.0
2003-06-25,Germany,western_europe,31,0,29,1.0,1.0,1.0
2003-06-25,Italy,western_europe,31,0,29,1.0,1.0,1.0
2003-06-25,Spain,western_europe,31,0,29,1.0,1.0,1.0
2003-06-25,United Kingdom,western_europe,31,0,29,1.0,1.0,1.0
2003-06-25,Indonesia,south_east_asian,299,42,252,269.0,43.0,224.0
2003-06-25,Malaysia,south_east_asian,299,42,252,1.0,1.0,1.0
2003-06-25,Philippines,south_east_asian,299,42,252,1.0,1.0,1.0
2003-06-25,Singapore,south_east_asian,299,42,252,1.0,1.0,1.0
2003-06-25,Thailand,south_east_asian,299,42,252,1.0,1.0,1.0
2003-06-25,Viet Nam,south_east_asian,299,42,252,1.0,1.0,1.0
2003-06-25,China,east_asian,7772,728,6831,7474.0,687.0,6580.0
2003-06-25,"Hong Kong SAR, China",east_asian,7772,728,6831,1.0,1.0,1.0
2003-06-25,"Macao SAR, China",east_asian,7772,728,6831,1.0,1.0,1.0
2003-06-25,"Taiwan, China",east_asian,7772,728,6831,1.0,1.0,1.0
2003-06-25,Republic of Korea,east_asian,7772,728,6831,1.0,1.0,1.0
2003-06-26,France,western_europe,31,0,29,0.0,0.0,0.0
2003-06-26,Germany,western_europe,31,0,29,1.0,1.0,1.0
2003-06-26,Italy,western_europe,31,0,29,1.0,1.0,1.0
2003-06-26,Spain,western_europe,31,0,29,1.0,1.0,1.0
2003-06-26,United Kingdom,western_europe,31,0,29,1.0,1.0,1.0
2003-06-26,Indonesia,south_east_asian,299,43,252,269.0,44.0,224.0
2003-06-26,Malaysia,south_east_asian,299,43,252,1.0,1.0,1.0
2003-06-26,Philippines,south_east_asian,299,43,252,1.0,1.0,1.0
2003-06-26,Singapore,south_east_asian,299,43,252,1.0,1.0,1.0
2003-06-26,Thailand,south_east_asian,299,43,252,1.0,1.0,1.0
2003-06-26,Viet Nam,south_east_asian,299,43,252,1.0,1.0,1.0
2003-06-26,China,east_asian,7768,728,6835,7470.0,686.0,6584.0
2003-06-26,"Hong Kong SAR, China",east_asian,7768,728,6835,1.0,1.0,1.0
2003-06-26,"Macao SAR, China",east_asian,7768,728,6835,1.0,1.0,1.0
2003-06-26,"Taiwan, China",east_asian,7768,728,6835,1.0,1.0,1.0
2003-06-26,Republic of Korea,east_asian,7768,728,6835,1.0,1.0,1.0
2003-06-27,France,western_europe,27,0,25,0.0,0.0,0.0
2003-06-27,Germany,western_europe,27,0,25,1.0,1.0,1.0
2003-06-27,Italy,western_europe,27,0,25,1.0,1.0,1.0
2003-06-27,Spain,western_europe,27,0,25,1.0,1.0,1.0
2003-06-27,United Kingdom,western_europe,27,0,25,1.0,1.0,1.0
2003-06-27,Indonesia,south_east_asian,299,43,253,273.0,44.0,229.0
2003-06-27,Malaysia,south_east_asian,299,43,253,1.0,1.0,1.0
2003-06-27,Philippines,south_east_asian,299,43,253,1.0,1.0,1.0
2003-06-27,Singapore,south_east_asian,299,43,253,1.0,1.0,1.0
2003-06-27,Thailand,south_east_asian,299,43,253,1.0,1.0,1.0
2003-06-27,Viet Nam,south_east_asian,299,43,253,1.0,1.0,1.0
2003-06-27,China,east_asian,7767,729,6839,7469.0,687.0,6587.0
2003-06-27,"Hong Kong SAR, China",east_asian,7767,729,6839,1.0,1.0,1.0
2003-06-27,"Macao SAR, China",east_asian,7767,729,6839,1.0,1.0,1.0
2003-06-27,"Taiwan, China",east_asian,7767,729,6839,1.0,1.0,1.0
2003-06-27,Republic of Korea,east_asian,7767,729,6839,1.0,1.0,1.0
2003-06-30,France,western_europe,27,0,25,0.0,0.0,0.0
2003-06-30,Germany,western_europe,27,0,25,1.0,1.0,1.0
2003-06-30,Italy,western_europe,27,0,25,1.0,1.0,1.0
2003-06-30,Spain,western_europe,27,0,25,1.0,1.0,1.0
2003-06-30,United Kingdom,western_europe,27,0,25,1.0,1.0,1.0
2003-06-30,Indonesia,south_east_asian,299,43,253,273.0,44.0,229.0
2003-06-30,Malaysia,south_east_asian,299,43,253,1.0,1.0,1.0
2003-06-30,Philippines,south_east_asian,299,43,253,1.0,1.0,1.0
2003-06-30,Singapore,south_east_asian,299,43,253,1.0,1.0,1.0
2003-06-30,Thailand,south_east_asian,299,43,253,1.0,1.0,1.0
2003-06-30,Viet Nam,south_east_asian,299,43,253,1.0,1.0,1.0
2003-06-30,China,east_asian,7764,730,6855,7466.0,688.0,6603.0
2003-06-30,"Hong Kong SAR, China",east_asian,7764,730,6855,1.0,1.0,1.0
2003-06-30,"Macao SAR, China",east_asian,7764,730,6855,1.0,1.0,1.0
2003-06-30,"Taiwan, China",east_asian,7764,730,6855,1.0,1.0,1.0
2003-06-30,Republic of Korea,east_asian,7764,730,6855,1.0,1.0,1.0
2003-07-01,France,western_europe,27,0,25,0.0,0.0,0.0
2003-07-01,Germany,western_europe,27,0,25,1.0,1.0,1.0
2003-07-01,Italy,western_europe,27,0,25,1.0,1.0,1.0
2003-07-01,Spain,western_europe,27,0,25,1.0,1.0,1.0
2003-07-01,United Kingdom,western_europe,27,0,25,1.0,1.0,1.0
2003-07-01,Indonesia,south_east_asian,299,43,253,273.0,44.0,229.0
2003-07-01,Malaysia,south_east_asian,299,43,253,1.0,1.0,1.0
2003-07-01,Philippines,south_east_asian,299,43,253,1.0,1.0,1.0
2003-07-01,Singapore,south_east_asian,299,43,253,1.0,1.0,1.0
2003-07-01,Thailand,south_east_asian,299,43,253,1.0,1.0,1.0
2003-07-01,Viet Nam,south_east_asian,299,43,253,1.0,1.0,1.0
2003-07-01,China,east_asian,7764,730,6861,7466.0,688.0,6609.0
2003-07-01,"Hong Kong SAR, China",east_asian,7764,730,6861,1.0,1.0,1.0
2003-07-01,"Macao SAR, China",east_asian,7764,730,6861,1.0,1.0,1.0
2003-07-01,"Taiwan, China",east_asian,7764,730,6861,1.0,1.0,1.0
2003-07-01,Republic of Korea,east_asian,7764,730,6861,1.0,1.0,1.0
2003-07-02,France,western_europe,26,0,24,0.0,0.0,0.0
2003-07-02,Germany,western_europe,26,0,24,1.0,1.0,1.0
2003-07-02,Italy,western_europe,26,0,24,1.0,1.0,1.0
2003-07-02,Spain,western_europe,26,0,24,1.0,1.0,1.0
2003-07-02,United Kingdom,western_europe,26,0,24,1.0,1.0,1.0
2003-07-02,Indonesia,south_east_asian,299,43,253,274.0,44.0,230.0
2003-07-02,Malaysia,south_east_asian,299,43,253,1.0,1.0,1.0
2003-07-02,Philippines,south_east_asian,299,43,253,1.0,1.0,1.0
2003-07-02,Singapore,south_east_asian,299,43,253,1.0,1.0,1.0
2003-07-02,Thailand,south_east_asian,299,43,253,1.0,1.0,1.0
2003-07-02,Viet Nam,south_east_asian,299,43,253,1.0,1.0,1.0
2003-07-02,China,east_asian,7762,730,6864,7464.0,688.0,6612.0
2003-07-02,"Hong Kong SAR, China",east_asian,7762,730,6864,1.0,1.0,1.0
2003-07-02,"Macao SAR, China",east_asian,7762,730,6864,1.0,1.0,1.0
2003-07-02,"Taiwan, China",east_asian,7762,730,6864,1.0,1.0,1.0
2003-07-02,Republic of Korea,east_asian,7762,730,6864,1.0,1.0,1.0
2003-07-03,France,western_europe,26,0,24,0.0,0.0,0.0
2003-07-03,Germany,western_europe,26,0,24,1.0,1.0,1.0
2003-07-03,Italy,western_europe,26,0,24,1.0,1.0,1.0
2003-07-03,Spain,western_europe,26,0,24,1.0,1.0,1.0
2003-07-03,United Kingdom,western_europe,26,0,24,1.0,1.0,1.0
2003-07-03,Indonesia,south_east_asian,299,43,253,274.0,44.0,230.0
2003-07-03,Malaysia,south_east_asian,299,43,253,1.0,1.0,1.0
2003-07-03,Philippines,south_east_asian,299,43,253,1.0,1.0,1.0
2003-07-03,Singapore,south_east_asian,299,43,253,1.0,1.0,1.0
2003-07-03,Thailand,south_east_asian,299,43,253,1.0,1.0,1.0
2003-07-03,Viet Nam,south_east_asian,299,43,253,1.0,1.0,1.0
2003-07-03,China,east_asian,7760,730,6864,7462.0,688.0,6612.0
2003-07-03,"Hong Kong SAR, China",east_asian,7760,730,6864,1.0,1.0,1.0
2003-07-03,"Macao SAR, China",east_asian,7760,730,6864,1.0,1.0,1.0
2003-07-03,"Taiwan, China",east_asian,7760,730,6864,1.0,1.0,1.0
2003-07-03,Republic of Korea,east_asian,7760,730,6864,1.0,1.0,1.0
2003-07-04,France,western_europe,26,0,24,0.0,0.0,0.0
2003-07-04,Germany,western_europe,26,0,24,1.0,1.0,1.0
2003-07-04,Italy,western_europe,26,0,24,1.0,1.0,1.0
2003-07-04,Spain,western_europe,26,0,24,1.0,1.0,1.0
2003-07-04,United Kingdom,western_europe,26,0,24,1.0,1.0,1.0
2003-07-04,Indonesia,south_east_asian,299,43,253,274.0,44.0,230.0
2003-07-04,Malaysia,south_east_asian,299,43,253,1.0,1.0,1.0
2003-07-04,Philippines,south_east_asian,299,43,253,1.0,1.0,1.0
2003-07-04,Singapore,south_east_asian,299,43,253,1.0,1.0,1.0
2003-07-04,Thailand,south_east_asian,299,43,253,1.0,1.0,1.0
2003-07-04,Viet Nam,south_east_asian,299,43,253,1.0,1.0,1.0
2003-07-04,China,east_asian,7760,730,6868,7462.0,688.0,6616.0
2003-07-04,"Hong Kong SAR, China",east_asian,7760,730,6868,1.0,1.0,1.0
2003-07-04,"Macao SAR, China",east_asian,7760,730,6868,1.0,1.0,1.0
2003-07-04,"Taiwan, China",east_asian,7760,730,6868,1.0,1.0,1.0
2003-07-04,Republic of Korea,east_asian,7760,730,6868,1.0,1.0,1.0
2003-07-07,France,western_europe,26,0,24,0.0,0.0,0.0
2003-07-07,Germany,western_europe,26,0,24,1.0,1.0,1.0
2003-07-07,Italy,western_europe,26,0,24,1.0,1.0,1.0
2003-07-07,Spain,western_europe,26,0,24,1.0,1.0,1.0
2003-07-07,United Kingdom,western_europe,26,0,24,1.0,1.0,1.0
2003-07-07,Indonesia,south_east_asian,299,43,253,274.0,44.0,230.0
2003-07-07,Malaysia,south_east_asian,299,43,253,1.0,1.0,1.0
2003-07-07,Philippines,south_east_asian,299,43,253,1.0,1.0,1.0
2003-07-07,Singapore,south_east_asian,299,43,253,1.0,1.0,1.0
2003-07-07,Thailand,south_east_asian,299,43,253,1.0,1.0,1.0
2003-07-07,Viet Nam,south_east_asian,299,43,253,1.0,1.0,1.0
2003-07-07,China,east_asian,7760,730,6868,7462.0,688.0,6616.0
2003-07-07,"Hong Kong SAR, China",east_asian,7760,730,6868,1.0,1.0,1.0
2003-07-07,"Macao SAR, China",east_asian,7760,730,6868,1.0,1.0,1.0
2003-07-07,"Taiwan, China",east_asian,7760,730,6868,1.0,1.0,1.0
2003-07-07,Republic of Korea,east_asian,7760,730,6868,1.0,1.0,1.0
2003-07-08,France,western_europe,26,0,24,0.0,0.0,0.0
2003-07-08,Germany,western_europe,26,0,24,1.0,1.0,1.0
2003-07-08,Italy,western_europe,26,0,24,1.0,1.0,1.0
2003-07-08,Spain,western_europe,26,0,24,1.0,1.0,1.0
2003-07-08,United Kingdom,western_europe,26,0,24,1.0,1.0,1.0
2003-07-08,Indonesia,south_east_asian,299,43,253,274.0,44.0,230.0
2003-07-08,Malaysia,south_east_asian,299,43,253,1.0,1.0,1.0
2003-07-08,Philippines,south_east_asian,299,43,253,1.0,1.0,1.0
2003-07-08,Singapore,south_east_asian,299,43,253,1.0,1.0,1.0
2003-07-08,Thailand,south_east_asian,299,43,253,1.0,1.0,1.0
2003-07-08,Viet Nam,south_east_asian,299,43,253,1.0,1.0,1.0
2003-07-08,China,east_asian,7757,730,6870,7459.0,688.0,6618.0
2003-07-08,"Hong Kong SAR, China",east_asian,7757,730,6870,1.0,1.0,1.0
2003-07-08,"Macao SAR, China",east_asian,7757,730,6870,1.0,1.0,1.0
2003-07-08,"Taiwan, China",east_asian,7757,730,6870,1.0,1.0,1.0
2003-07-08,Republic of Korea,east_asian,7757,730,6870,1.0,1.0,1.0
2003-07-09,France,western_europe,26,0,24,0.0,0.0,0.0
2003-07-09,Germany,western_europe,26,0,24,1.0,1.0,1.0
2003-07-09,Italy,western_europe,26,0,24,1.0,1.0,1.0
2003-07-09,Spain,western_europe,26,0,24,1.0,1.0,1.0
2003-07-09,United Kingdom,western_europe,26,0,24,1.0,1.0,1.0
2003-07-09,Indonesia,south_east_asian,299,43,253,274.0,44.0,230.0
2003-07-09,Malaysia,south_east_asian,299,43,253,1.0,1.0,1.0
2003-07-09,Philippines,south_east_asian,299,43,253,1.0,1.0,1.0
2003-07-09,Singapore,south_east_asian,299,43,253,1.0,1.0,1.0
2003-07-09,Thailand,south_east_asian,299,43,253,1.0,1.0,1.0
2003-07-09,Viet Nam,south_east_asian,299,43,253,1.0,1.0,1.0
2003-07-09,China,east_asian,7757,730,6878,7459.0,688.0,6626.0
2003-07-09,"Hong Kong SAR, China",east_asian,7757,730,6878,1.0,1.0,1.0
2003-07-09,"Macao SAR, China",east_asian,7757,730,6878,1.0,1.0,1.0
2003-07-09,"Taiwan, China",east_asian,7757,730,6878,1.0,1.0,1.0
2003-07-09,Republic of Korea,east_asian,7757,730,6878,1.0,1.0,1.0
2003-07-10,France,western_europe,26,0,24,0.0,0.0,0.0
2003-07-10,Germany,western_europe,26,0,24,1.0,1.0,1.0
2003-07-10,Italy,western_europe,26,0,24,1.0,1.0,1.0
2003-07-10,Spain,western_europe,26,0,24,1.0,1.0,1.0
2003-07-10,United Kingdom,western_europe,26,0,24,1.0,1.0,1.0
2003-07-10,Indonesia,south_east_asian,299,43,254,274.0,44.0,231.0
2003-07-10,Malaysia,south_east_asian,299,43,254,1.0,1.0,1.0
2003-07-10,Philippines,south_east_asian,299,43,254,1.0,1.0,1.0
2003-07-10,Singapore,south_east_asian,299,43,254,1.0,1.0,1.0
2003-07-10,Thailand,south_east_asian,299,43,254,1.0,1.0,1.0
2003-07-10,Viet Nam,south_east_asian,299,43,254,1.0,1.0,1.0
2003-07-10,China,east_asian,7757,730,6882,7459.0,688.0,6629.0
2003-07-10,"Hong Kong SAR, China",east_asian,7757,730,6882,1.0,1.0,1.0
2003-07-10,"Macao SAR, China",east_asian,7757,730,6882,1.0,1.0,1.0
2003-07-10,"Taiwan, China",east_asian,7757,730,6882,1.0,1.0,1.0
2003-07-10,Republic of Korea,east_asian,7757,730,6882,1.0,1.0,1.0
2003-07-11,France,western_europe,26,1,24,0.0,0.0,0.0
2003-07-11,Germany,western_europe,26,1,24,1.0,1.0,1.0
2003-07-11,Italy,western_europe,26,1,24,1.0,1.0,1.0
2003-07-11,Spain,western_europe,26,1,24,1.0,1.0,1.0
2003-07-11,United Kingdom,western_europe,26,1,24,1.0,1.0,1.0
2003-07-11,Indonesia,south_east_asian,299,43,254,274.0,43.0,231.0
2003-07-11,Malaysia,south_east_asian,299,43,254,1.0,1.0,1.0
2003-07-11,Philippines,south_east_asian,299,43,254,1.0,1.0,1.0
2003-07-11,Singapore,south_east_asian,299,43,254,1.0,1.0,1.0
2003-07-11,Thailand,south_east_asian,299,43,254,1.0,1.0,1.0
2003-07-11,Viet Nam,south_east_asian,299,43,254,1.0,1.0,1.0
2003-07-11,China,east_asian,7757,730,6885,7459.0,688.0,6632.0
2003-07-11,"Hong Kong SAR, China",east_asian,7757,730,6885,1.0,1.0,1.0
2003-07-11,"Macao SAR, China",east_asian,7757,730,6885,1.0,1.0,1.0
2003-07-11,"Taiwan, China",east_asian,7757,730,6885,1.0,1.0,1.0
2003-07-11,Republic of Korea,east_asian,7757,730,6885,1.0,1.0,1.0
